"","Date","AL","DE","RU","TR","U2","UA","RS","HR","BA","GR","SI"
"270",Jun 2012,109.86,NA,32.8169,1.81085,0.79428117553614,7.9925,92.1476,5.972247,1.55347895154885,NA,NA
"271",Jul 2012,111.95,NA,32.19,1.7907,0.81406707912732,7.993,95.8016,6.124391,1.59217681536959,NA,NA
"272",Aug 2012,110.09,NA,32.2934,1.81545,0.792958528268972,7.993,94.7386,5.95832,1.5508920783443,NA,NA
"273",Sep 2012,108.34,NA,30.9169,1.789,0.773395204949729,7.993,88.9377,5.757145,1.51262954369683,NA,NA
"274",Oct 2012,107.62,NA,31.5252,1.7896,0.769645193565766,7.993,87.4237,5.816192,1.50529515893173,NA,NA
"275",Nov 2012,107.58,NA,31.0565,1.7817,0.770060064685045,7.993,86.6511,5.814016,1.50610657631295,NA,NA
"276",Dec 2012,105.85,NA,30.3727,1.7819,0.757920266787934,7.993,86.1763,5.726794,1.48236319539185,NA,NA
"277",Jan 2013,103,NA,30.0277,1.75905,0.738007380073801,7.993,82.1625,5.594294,1.44341697416974,NA,NA
"278",Feb 2013,106.48,NA,30.6202,1.8066,0.761672633102293,7.993,84.8448,5.79589,1.48970218600046,NA,NA
"279",Mar 2013,109.15,NA,31.0834,1.81535,0.780944943381492,7.993,87.4258,5.918807,1.52739554861382,NA,NA
"280",Apr 2013,107.65,NA,31.2559,1.7969,0.76499388004896,7.993,84.3901,5.811805,1.49619798041616,NA,NA
"281",May 2013,108.16,NA,31.5893,1.8678,0.768875903429187,7.993,85.6103,5.861177,1.50379055820391,NA,NA
"282",Jun 2013,107.99,NA,32.709,1.9289,0.764525993883792,7.993,87.4141,5.706344,1.49528287461774,NA,NA
"283",Jul 2013,105.58,NA,32.8901,1.92585,0.753295668549906,7.993,85.8296,5.645215,1.47331826741996,NA,NA
"284",Aug 2013,105.71,NA,33.2474,2.05755,0.755572346052135,7.993,86.398,5.707942,1.47777106157915,NA,NA
"285",Sep 2013,104.76,NA,32.3451,2.036,0.740466493891151,7.993,84.8859,5.642397,1.44822658274713,NA,NA
"286",Oct 2013,102.52,NA,32.0613,1.99055,0.73308408474452,7.993,83.1994,5.538091,1.43378784546587,NA,NA
"287",Nov 2013,103.17,NA,33.1916,2.01925,0.735510444248308,7.993,83.7329,5.608007,1.43853339217417,NA,NA
"288",Dec 2013,101.86,NA,32.7292,2.1362,0.725110579363353,7.993,83.1282,5.549,1.41819302443623,NA,NA
"289",Jan 2014,103.66,NA,35.2448,2.2816,0.739863865048831,7.993,85.5714,5.619196,1.44704794317846,NA,NA
"290",Feb 2014,101.58,NA,36.0501,2.2362,0.723955693911533,9.9863,84.6183,5.60922,1.41593426482299,NA,NA
"291",Mar 2014,101.89,NA,35.6871,2.1918,0.725268349289237,10.9546,83.8855,5.575824,1.41850159559037,NA,NA
"292",Apr 2014,101.36,NA,35.6983,2.1199,0.72202166064982,11.401581,83.78,5.485243,1.41215162454874,NA,NA
"293",May 2014,102.72,NA,34.7352,2.0935,0.734699875101021,11.774997,85.007,5.57477,1.43694805671883,NA,NA
"294",Jun 2014,102.78,NA,33.6306,2.1253,0.732171621027969,11.823346,84.8493,5.562277,1.43200322155513,NA,NA
"295",Jul 2014,103.81,NA,35.7271,2.09375,0.74744001793856,12.097248,87.1725,5.698033,1.46186561028477,NA,NA
"296",Aug 2014,105.84,NA,36.9316,2.16035,0.758265089475281,13.605777,89.4174,5.786899,1.48303760994844,NA,NA
"297",Sep 2014,110.89,NA,39.3866,2.28095,0.794723039020901,12.949185,93.6202,6.015355,1.55434316140825,NA,NA
"298",Oct 2014,110.77,NA,43.3943,2.2191,0.79846694346854,12.950684,94.7631,6.088211,1.56166560204407,NA,NA
"299",Nov 2014,112.31,NA,47.6629,2.21215,0.801089481695105,14.969269,96.8325,6.16365,1.56679484098374,NA,NA
"300",Dec 2014,115.23,NA,56.2584,2.32095,0.823655382587925,15.768556,99.4641,6.302107,1.61092990692694,NA,NA
"301",Jan 2015,123.35,NA,68.9291,2.41975,0.884564352056612,16.157817,108.9121,6.777717,1.73005749668288,NA,NA
"302",Feb 2015,124.96,NA,61.2718,2.51,0.889679715302491,27.76312,107.2921,6.842124,1.74006227758007,NA,NA
"303",Mar 2015,130.63,NA,58.4643,2.61255,0.929454410261177,23.442625,111.424,7.050259,1.81785481922112,NA,NA
"304",Apr 2015,125.61,NA,51.7029,2.6668,0.891662951404369,21.046832,108.1359,6.896956,1.74394115024521,NA,NA
"305",May 2015,128.48,NA,52.9716,2.6611,0.911577028258888,21.048227,110.0434,6.900836,1.78288969917958,NA,NA
"306",Jun 2015,125.57,NA,55.524,2.6887,0.893734918223255,21.015358,107.7304,6.829423,1.74799356510859,NA,NA
"307",Jul 2015,127.49,NA,58.9906,2.777,0.911826388255676,21.611775,109.7566,6.917298,1.7833774049421,NA,NA
"308",Aug 2015,124.63,NA,66.4779,2.91725,0.891662951404369,21.185441,106.8344,6.687126,1.74394115024521,NA,NA
"309",Sep 2015,124.24,NA,66.2367,3.04605,0.892618048736945,21.527544,106.491,6.793127,1.74580915826118,NA,NA
"310",Oct 2015,126.43,NA,64.3742,2.91755,0.907688118362531,22.903985,109.9423,6.908226,1.77528365253699,NA,NA
"311",Nov 2015,130.35,NA,66.2393,2.92215,0.945268929010303,23.884656,114.5449,7.199832,1.84878532942622,NA,NA
"312",Dec 2015,125.79,NA,72.8827,2.9102,0.918526683200147,24.000667,111.2468,6.991801,1.79648204280334,NA,NA
