"","Date","DE","AL","HR","RS","GR","U2","UA","SI","RU","BA"
"43",Jul 1993,12.89,25,1990.28,NA,28.3,NA,223.3,41.72,NA,NA
"44",Aug 1993,12.69,25,2005.91,NA,28.3,NA,204.4,30.73,NA,NA
"45",Sep 1993,12.51,30,2578.56,NA,28.3,NA,224.2,46.16,NA,NA
"46",Oct 1993,12.32,30,101.45,NA,28.4,NA,246.3,45.18,NA,NA
"47",Nov 1993,12.09,30,82.69,NA,28.3,NA,279.2,68.12,NA,NA
"48",Dec 1993,11.97,30,59,NA,28.4,NA,295.1,42.64,NA,NA
"49",Jan 1994,11.94,26,55.9101,NA,26.7,NA,310.2,40.52,NA,NA
"50",Feb 1994,11.91,26,53.5801,NA,26.8,NA,384.7,42.93,NA,NA
"51",Mar 1994,11.81,26,23.2901,NA,27,NA,389.8,36.64,NA,NA
"52",Apr 1994,11.76,26,17.74,NA,26.8,NA,328,33.5,NA,NA
"53",May 1994,11.55,26,16.49,NA,28.7,NA,303.1,49.57,NA,NA
"54",Jun 1994,11.27,26,16.21,NA,29.3,NA,254.7,31.56,NA,NA
"55",Jul 1994,11.26,26,16.14,NA,28.2,NA,192.5,40.5,NA,NA
"56",Aug 1994,11.25,22,14.9,NA,27.8,NA,151.3,32.62,NA,NA
"57",Sep 1994,11.25,20,15.17,NA,27.4,NA,141.6,33.1,NA,NA
"58",Oct 1994,11.24,20,14.46,NA,27.2,NA,141.4,38.85,NA,NA
"59",Nov 1994,11.22,20,15.65,NA,27,NA,201.4,48.09,NA,NA
"60",Dec 1994,11.25,20,15.39,NA,26.4,NA,204.7,38.53,NA,NA
"61",Jan 1995,11.27,20,16,NA,25.6,NA,205.3,31.88,386.3,NA
"62",Feb 1995,11.24,20,16.13,NA,25.6,NA,198.8,33.45,449.4,NA
"63",Mar 1995,11.25,20,16.72,NA,25.3,NA,182.6,28.04,422.1,NA
"64",Apr 1995,11.1,20,17.56,NA,23.9,NA,136.1,21.25,416.7,NA
"65",May 1995,11.03,20,18.72,NA,23.5,NA,117,14.16,404.1,NA
"66",Jun 1995,11,18,22.62,NA,23.1,NA,86.1,18.03,316.1,NA
"67",Jul 1995,10.99,18,21.38,NA,21.9,NA,78.8,19.11,283.2,NA
"68",Aug 1995,10.97,18,22.01,NA,21.8,NA,73.6,20.34,253.4,NA
"69",Sep 1995,10.68,18,21.73,NA,21.7,NA,78.5,19.68,216.7,NA
"70",Oct 1995,10.66,19.9,23.52,NA,21.6,NA,93.4,22.3,233.3,NA
"71",Nov 1995,10.62,22.9,24.21,NA,21.5,NA,116.4,24.1,237.5,NA
"72",Dec 1995,10.52,21,22.32,NA,21.1,9.59,105.8,27.97,224.9,NA
