"","Date","DE.x","AL.x","SI.x","GR.x","RS.x","DE.y","HR.x","RS.y","U2.x","GR.y","AL.y","U2.y","UA.x","SI.y","TR","HR.y","RU.x","UA.y","BA.x","RU.y","BA.y"
"266",Feb 2012,NA,9.90736226942619,NA,NA,81.703,NA,9.88,17.58,0.756200847,NA,105.324761904762,NA,16.0629,NA,1.75434482758621,5.733239,8.9,7.988448,1.47900030258801,29.8819592331582,7.03466666666667
"267",Mar 2012,NA,12.6775296240791,NA,NA,83.9011,NA,9.65,18.02,0.75751837,NA,105.9735,NA,16.0339,NA,1.78399838709677,5.709035,9.2,7.986242,1.4815771535971,29.3958,7.579
"268",Apr 2012,NA,11.3301039002985,NA,NA,84.7767,NA,9.4,18.2,0.759762954,NA,106.347619047619,NA,15.5042,NA,1.78212666666667,5.691287,9,7.98672,1.48596717832182,26.426555064167,7.419
"269",May 2012,NA,11.2761059809538,NA,NA,88.5107,NA,9.48,18.06,0.781922,NA,108.962272727273,NA,15.558,NA,1.80241451612903,5.870676,8.9,7.990777,1.52930650526,30.6482,7.49033333333333
"270",Jun 2012,NA,10.7750924326313,NA,NA,92.3281,NA,9.32,17.33,0.798339453935814,NA,110.484285714286,NA,18.1042,NA,1.82073166666667,6.02671,9.3,7.9925,1.56141625419128,32.9132,7.33333333333333
"271",Jul 2012,NA,11.7805214605307,NA,NA,94.6657,NA,9.23,18.43,0.81406708,NA,111.768636363636,NA,19.7743,NA,1.80905,6.089386,9.5,7.992871,1.5921768170764,32.5,7.473
"272",Aug 2012,NA,10.6982765646597,NA,NA,95.3006,NA,9.57,18.98,0.806452,NA,110.7878261,NA,20.5531,NA,1.79173870967742,6.042111,9.1,7.993,1.57728301516,32.033,7.204
"273",Sep 2012,NA,9.97657662024051,NA,NA,90.7083,NA,9.58,18.33,0.7778,NA,108.104,NA,19.3162,NA,1.79830666666667,5.787501,8.9,7.993,1.521244574,31.5272850062338,7.286
"274",Oct 2012,NA,9.43938238447071,NA,NA,87.855,NA,9.18,18.62,0.770772314,NA,107.786,NA,21.7682,NA,1.79771290322581,5.783514,9.1,7.993,1.50749961489062,31.0920353002745,7.05666666666667
"275",Nov 2012,NA,11.2158139638529,NA,NA,87.9326,NA,9.55,18.54,0.779544745868413,NA,109.005,NA,23.1741,NA,1.78974666666667,5.876333,9.1,7.993,1.52465700031182,31.4100796033526,7.235
"276",Dec 2012,NA,10.3438832301793,NA,NA,86.5866,NA,9.26,18.2,0.76225,NA,106.5685,NA,18.438,NA,1.78391774193548,5.747093,9.4,7.993,1.4908314175,30.7403526550733,7.202
"277",Jan 2013,NA,9.80021649549218,NA,NA,84.1702,NA,9.08,17.38,0.75256,NA,104.9628571,NA,17.6821,NA,1.76741129032258,5.701444,8.8,7.993,1.4718794248,30.257811124984,6.97040201625143
"278",Feb 2013,NA,11.1289286501589,NA,NA,83.3515,NA,9.19,18.33,0.748559023879033,NA,104.6085,NA,17.0437,NA,1.77228928571429,5.664825,9.6,7.993,1.46405419567333,30.1608371320481,6.98023204948506
"279",Mar 2013,NA,9.6707,NA,NA,86.1783,NA,9.21,19.47,0.77136686,NA,107.811052631579,NA,17.4139,NA,1.80871129032258,5.846774,10,7.993,1.5086624457938,30.7983714990946,7.08683406463025
"280",Apr 2013,NA,8.84958296003513,NA,NA,85.6813,NA,9.18,19.21,0.7677,NA,107.8631818,NA,16.3679,NA,1.79807666666667,5.845017,10.2,7.993,1.501490691,31.3290071613254,7.04163370378877
"281",May 2013,NA,11.5961388314066,NA,NA,85.6255,NA,9.26,18.75,0.7703,NA,108.5581818,NA,16.7625,NA,1.82122903225806,5.828459,9.9,7.993,1.506575849,31.2406147157314,7.26945077591099
"282",Jun 2013,NA,9.56399266360899,NA,NA,86.4037,NA,9.14,17.49,0.758207597,NA,106.892,NA,15.9478,NA,1.89563166666667,5.687173,9.5,7.993,1.48292516444051,32.2777639061442,6.92123833579382
"283",Jul 2013,NA,11.3571524409604,NA,NA,87.0417,NA,9.16,18.49,0.764525993883792,NA,107.2665217,NA,16.5939,NA,1.93270161290323,5.733695,9.2,7.993,1.49528287461774,32.7364128846722,6.65889911823436
"284",Aug 2013,NA,10.0127030540367,NA,NA,85.6022,NA,9.47,18.78,0.751314800901578,NA,105.1966667,NA,15.717,NA,1.95859032258065,5.647567,9.3,7.993,1.46944402704733,33.0154278112175,7.02033553075922
"285",Sep 2013,NA,8.87804985078679,NA,NA,85.9052,NA,9.35,18.92,0.74917590650284,NA,105.31,NA,15.8219,NA,2.0196,5.690963,9.5,7.993,1.46526071321545,32.6284295149345,7.21066500253586
"286",Oct 2013,NA,9.94364629804384,NA,NA,83.7381,NA,9.24,18.76,0.7334,NA,103.2740909,NA,15.7899,NA,1.9880435483871,5.585714,9.2,7.993,1.434405722,32.0622479332239,7.01552937482496
"287",Nov 2013,NA,9.01813512593963,NA,NA,84.4711,NA,9.34,17.23,0.7411,NA,103.9057895,NA,16.9575,NA,2.02391,5.651523,9,7.993,1.449465613,32.6448,7.02609481495631
"288",Dec 2013,NA,8.10000576131684,NA,NA,83.7374,NA,9.34,17.07,0.7297,NA,102.3752381,NA,17.6923,NA,2.05902419354839,5.575408,9.4,7.993,1.427169151,32.894,7.23126254884133
"289",Jan 2014,NA,9.35600201902723,NA,NA,84.8058,NA,8.53,18.29,0.734753857457752,NA,103.244285714286,NA,15.707,NA,2.21605,5.597005,9.2,7.993,1.4370536370316,33.457,6.96377724200883
"290",Feb 2014,NA,8.76772682697869,NA,NA,84.8934,NA,8.71,17.65,0.732118017424409,NA,102.748,NA,20.038,NA,2.21598035714286,5.609337,9.4,8.654882,1.43189838201918,35.2237,6.70997691546903
"291",Mar 2014,NA,9.34043151182826,NA,NA,83.7803,NA,8.5,16.55,0.723431961224047,NA,101.5485,NA,19.9947,NA,2.21773548387097,5.538285,10.3,9.920029,1.41490993272083,36.211,6.92588608536535
"292",Apr 2014,NA,7.99560951393344,NA,NA,83.6824,NA,NA,16.55,0.723955693911533,NA,101.352727272727,NA,17.7425,NA,2.13007833333333,5.522142,10.5,11.634154,1.41593426482299,35.6618,6.73513972394957
"293",May 2014,NA,8.60531132276402,NA,NA,84.2142,NA,NA,16.05,0.728226041363239,NA,101.892380952381,NA,18.5123,NA,2.09395967741935,5.52416,10.6,11.637603,1.42428633847946,34.9269,6.94746888719458
"294",Jun 2014,NA,9.40420202162309,NA,NA,84.9595,NA,NA,12.19,0.735726898175397,NA,103.086190476191,NA,17.75,NA,2.11730833333333,5.57476,10.7,11.808719,1.43895673925839,34.4065,6.58352465822276
"295",Jul 2014,NA,8.3120275887614,NA,NA,85.7814,NA,NA,12.58,0.738606987222099,NA,103.255,NA,16.6453,NA,2.11760322580645,5.607284,10.7,11.754282,1.4445897038186,34.6352,6.98096001820547
"296",Aug 2014,NA,8.61153715600135,NA,NA,88.0513,NA,NA,13.02,0.750976269149895,NA,104.575238095238,NA,17.5796,NA,2.16104032258064,5.724264,10.6,12.950088,1.46878191649144,36.1099728863959,6.94640207502763
"297",Sep 2014,NA,9.3782,NA,NA,91.8623,NA,NA,13.83,0.775133710565072,NA,108.411363636364,NA,17.0186,NA,2.20753666666667,5.889556,10.6,13.023321,1.51602976513448,37.8695154769403,6.40591085257693
"298",Oct 2014,NA,7.8598,NA,NA,94.0946,NA,NA,13.95,0.789079144638207,NA,110.00652173913,NA,16.7921,NA,2.26104193548387,6.037462,10.8,12.949826,1.54330466345774,40.7589,6.16093866424713
"299",Nov 2014,NA,8.08370982067452,NA,NA,96.1138,NA,NA,13.49,0.801796023,NA,111.986315789474,NA,17.4574,NA,2.234215,6.141372,12,14.697702,1.56817671566409,45.8648973696659,6.01851228408947
"300",Dec 2014,NA,8.18885194941327,NA,NA,98.6247,NA,NA,14.81,0.810964236477171,NA,113.644285714286,NA,17.379,NA,2.28995967741935,6.212358,18.3,15.616307,1.58610818262915,55.4131,6.31960626707947
"301",Jan 2015,NA,8.21037361102131,NA,NA,105.7234,NA,NA,14.6,0.86051114361931,NA,120.726,NA,17.8625,NA,2.33160322580645,6.595428,19.9,15.812726,1.68301351002496,61.6987575066538,6.38768121469124
"302",Feb 2015,NA,8.1712,NA,NA,106.9989,NA,NA,16.75,0.881057268722467,NA,123.455,NA,19.278,NA,2.45720357142857,6.785967,18.1,24.479893,1.72319823788546,64.6323693746473,6.41503234434318
"303",Mar 2015,NA,9.3018,NA,NA,111.1784,NA,NA,16.5,0.922679461155195,NA,129.663181818182,NA,23.458,NA,2.58888870967742,7.047619,17.9,23.256215,1.80460417051116,60.2342744254407,6.25650626227731
"304",Apr 2015,NA,10.1824681073177,NA,NA,111.1863,NA,NA,15.71,0.927729845069116,NA,129.9685,NA,23.9279,NA,2.65362,7.057815,17.2,22.709473,1.81448186288153,52.8694,6.0683455440538
"305",May 2015,NA,8.8608,NA,NA,108.0282,NA,NA,15.11,0.896860986547085,NA,126.1935,NA,23.6683,NA,2.6428,6.762653,16,20.915256,1.75410762331839,50.5807,6.00141493377312
"306",Jun 2015,NA,9.28105326961106,NA,NA,107.4989,NA,NA,13.52,0.891821992330331,NA,125.607727272727,NA,22.6267,NA,2.69995166666667,6.761819,15.5,21.232832,1.74425220725943,54.4998,5.63809564294315
"307",Jul 2015,NA,7.49211908591698,NA,NA,109.2394,NA,NA,13.18,0.909421607857403,NA,126.986818181818,NA,21.91,NA,2.69160967741935,6.879663,14.7,21.757373,1.77867406329574,57.0673,5.79300932644507
"308",Aug 2015,NA,8.27658880964752,NA,NA,107.9514,NA,NA,12.82,0.897746655893707,NA,125.392380952381,NA,22.0854,NA,2.84792258064516,6.784488,14.2,21.6268673,1.75583984199659,65.1515,5.342860759968
"309",Sep 2015,NA,8.11274542182438,NA,NA,106.9217,NA,NA,11.74,0.89118616879066,NA,124.186666666667,NA,22.0818,NA,3.00594166666667,6.745421,13.97,21.7834192,1.74300864450584,66.7662,5.27826863333906
"310",Oct 2015,NA,9.8123833177856,NA,NA,106.9223,NA,NA,11.24,0.890075656,NA,124.208571428571,NA,21.9017,NA,2.924735,6.780515,13.58,21.8413074,1.74083667027448,63.0652,5.47280582605312
"311",Nov 2015,NA,8.37995413558761,NA,NA,112.2435,NA,NA,NA,0.931445603576751,NA,128.504,NA,21.8219,NA,2.87571333333333,7.063317,13.75,23.3126251,1.82174925484352,65.026,5.07183723963993
"312",Dec 2015,NA,8.63,NA,NA,111.8447,NA,NA,NA,0.919371150133309,NA,126.637619047619,NA,21.2531,NA,2.92011290322581,7.03494,13.8,23.4083862,1.79813367656523,69.6603,5.7407981576552
